scenario,algorithm,run,num_uavs,num_waypoints,best_cost,path_length,collision_count,collision_penetration,separation_violation,separation_deficit,smoothness,energy_proxy,success,execution_time
S4,PSO,22,3,3,467.00032958141196,458.9643288475952,0,0.0,0,0.0,4.018000366908385,459.5670289026315,1,11.343909978866577
S4,PSO,23,3,3,473.93879938992796,464.8008404781517,0,0.0,0,0.0,4.568979455888129,465.48618739653494,1,10.106361389160156
S4,PSO,24,3,3,460.83142863600057,450.8715389364029,0,0.0,0,0.0,4.979944849798852,451.6185306638727,1,11.185908555984497
S4,PSO,25,3,3,459.62072740901436,444.80192958179845,0,0.0,0,0.0,7.40939891360797,445.91333941883966,1,11.46720290184021
S4,PSO,26,3,3,355.2831239409445,348.61567584255744,0,0.0,0,0.0,3.3337240491935463,349.1157344499365,1,11.494534969329834
S4,PSO,27,3,3,486.18318793113525,484.89431581950527,0,0.0,0,0.0,0.6444360558149838,484.9909812278775,1,11.086380958557129
S4,PSO,28,3,3,457.5301419157948,444.4790588632991,0,0.0,0,0.0,6.525541526247836,445.45789009223625,1,11.51962399482727
S4,PSO,29,3,3,399.2695001894465,389.35907515940676,0,0.0,0,0.0,4.955212515019859,390.1023570366597,1,11.430930376052856
S4,PSO,30,3,3,492.6273127501001,486.4092112512683,0,0.0,0,0.0,3.1090507494159074,486.87556886368066,1,11.113750457763672
S4,ABC,1,3,3,508.3234816953885,480.39224752051297,0,0.0,0,0.0,13.965617087437769,482.48709008362863,1,23.314655303955078
S4,ABC,2,3,3,520.3688734806556,470.29584274929414,0,0.0,0,0.0,25.036515365680696,474.05132005414623,1,22.600556135177612
S4,ABC,3,3,3,465.8889382154305,445.787803362856,0,0.0,0,0.0,10.050567426287271,447.2953884767991,1,23.60744547843933
S4,ABC,4,3,3,482.8931088310642,458.0417921011609,0,0.0,0,0.0,12.42565836495163,459.90564085590364,1,23.579187631607056
S4,ABC,5,3,3,456.80030620771777,439.7830933839566,0,0.0,0,0.0,8.508606411880566,441.0593843457387,1,23.65597677230835
S4,ABC,6,3,3,459.2690594124836,443.7014836933439,0,0.0,0,0.0,7.783787859569862,444.8690518722794,1,23.588508129119873
S4,ABC,7,3,3,495.0927636261177,467.32828894721297,0,0.0,0,0.0,13.882237339452352,469.41062454813084,1,23.561991691589355
S4,ABC,8,3,3,477.97273462146484,451.4360299495693,0,0.0,0,0.0,13.268352335947775,453.4262827999614,1,22.505901098251343
S4,ABC,9,3,3,454.4094516466575,431.20092007837167,0,0.0,0,0.0,11.604265784142918,432.9415599459931,1,23.159468173980713
S4,ABC,10,3,3,439.2162209913824,423.39567645098987,0,0.0,0,0.0,7.91027227019626,424.5822172915193,1,23.44537878036499
S4,ABC,11,3,3,504.7149530548612,472.81636173633774,0,0.0,0,0.0,15.949295659261722,475.208756085227,1,23.45171022415161
S4,ABC,12,3,3,489.0119849601169,440.9770543454563,0,0.0,0,0.0,24.017465307330298,444.5796741415558,1,23.576127290725708
S4,ABC,13,3,3,485.5059472701663,465.02802140944044,0,0.0,0,0.0,10.238962930362927,466.5638658489949,1,23.470082998275757
S4,ABC,14,3,3,442.79938915210363,420.78009421618106,0,0.0,0,0.0,11.009647467961292,422.43154133637523,1,22.80146288871765
S4,ABC,15,3,3,468.0249896597476,439.05701340970364,0,0.0,0,0.0,14.483988125021977,441.22961162845695,1,22.999723196029663
S4,ABC,16,3,3,468.41063758259526,452.80016219408236,0,0.0,0,0.0,7.805237694256439,453.9709478482208,1,23.530699729919434
S4,ABC,17,3,3,477.2266482688835,454.41728176802684,0,0.0,0,0.0,11.40468325042833,456.1279842555911,1,23.46151041984558
S4,ABC,18,3,3,494.7987138544713,450.26314998692624,0,0.0,0,0.0,22.26778193377253,453.60331727699213,1,23.441734790802002
S4,ABC,19,3,3,466.46470077027385,448.9913909372482,0,0.0,0,0.0,8.736654916512823,450.3018891747251,1,23.39327645301819
S4,ABC,20,3,3,440.90449530106895,419.47019505243907,0,0.0,0,0.0,10.717150124314946,421.0777675710863,1,23.280114889144897
S4,ABC,21,3,3,474.06929217076276,453.6982524165628,0,0.0,0,0.0,10.18551987709997,455.2260803981278,1,22.427024841308594
S4,ABC,22,3,3,435.63714052493043,428.35844437016476,0,0.0,0,0.0,3.639348077382822,428.9043465817722,1,23.52034831047058
S4,ABC,23,3,3,451.5259457083045,439.16510664768157,0,0.0,0,0.0,6.180419530311462,440.0921695772283,1,23.41155171394348
S4,ABC,24,3,3,483.5036773536894,458.68471643493,0,0.0,0,0.0,12.409480459379692,460.54613850383697,1,23.310569286346436
S4,ABC,25,3,3,494.7500476987689,477.7316201537925,0,0.0,0,0.0,8.509213772488199,479.00800221966574,1,23.57190704345703
S4,ABC,26,3,3,484.9864518898159,467.7657810544315,0,0.0,0,0.0,8.610335417692198,469.05733136708534,1,23.480558156967163
S4,ABC,27,3,3,466.77481420694943,442.3943042245339,0,0.0,0,0.0,12.190254991207759,444.2228424732151,1,22.280064582824707
S4,ABC,28,3,3,474.46274672145825,456.4766559076292,0,0.0,0,0.0,8.99304540691453,457.8256127186664,1,23.58440589904785
S4,ABC,29,3,3,489.5631879851553,468.6833181817866,0,0.0,0,0.0,10.43993490168435,470.24930841703923,1,23.578420639038086
S4,ABC,30,3,3,495.08127499172724,461.84986457242013,0,0.0,0,0.0,16.61570520965354,464.3422203538682,1,23.687379360198975
S5,PSO,1,5,3,1886.5625846471662,1324.6005435827865,0,0.0,1,0.051225017438240705,70.73601704454181,1335.2109461394678,0,22.5535626411438
S5,PSO,2,5,3,1163.3408654694424,1038.8386444104137,0,0.0,0,0.0,62.251110529514314,1048.1763109898409,1,21.602937936782837
S5,PSO,3,5,3,4149.442849805096,1395.2606029040608,0,0.0,2,4.575517698183825,61.987583813752195,1404.5587404761236,0,22.114243030548096
S5,PSO,4,5,3,904.5513118433049,867.140024170825,0,0.0,0,0.0,18.705643836239958,869.945870746261,1,22.010123252868652
S5,PSO,5,5,3,2619.826519224354,931.200214306167,0,0.0,1,3.132965592957099,17.72003386767375,933.8582193863181,0,21.963030338287354
S5,PSO,6,5,3,872.2850342214759,821.6474047170702,0,0.0,0,0.0,25.318814752202833,825.4452269299006,1,21.394763231277466
S5,PSO,7,5,3,44108.76464678465,1108.088460400048,1,3.2064155600403,1,1.074916997904145,53.27689340996943,1116.0799944115433,0,22.2280695438385
S5,PSO,8,5,3,1251.6101203082872,1174.9381356240178,0,0.0,0,0.0,38.33599234213468,1180.688534475338,1,22.38757562637329
S5,PSO,9,5,3,27349.123150715892,836.9011011219222,1,1.6467175731620225,0,0.0,22.523158986873486,840.2795749699533,0,22.307751178741455
S5,PSO,10,5,3,79925.75855481176,1565.2815882195255,2,4.762734097523097,7,19.464174365571704,73.7331225662941,1576.3415566044696,0,21.461236238479614
S5,PSO,11,5,3,27679.70673285712,1146.8785964819986,1,1.6467175731620225,0,0.0,32.82620237745019,1151.8025268386161,0,22.02247428894043
S5,PSO,12,5,3,61276.28292410489,1286.3710640368054,1,4.745507782517384,1,4.903447907547714,86.72743593758237,1299.3801794274427,0,22.472123384475708
S5,PSO,13,5,3,2936.002096198344,1213.2017744865286,0,0.0,1,2.9508705270618734,71.22605544353307,1223.8856828030587,0,22.330389499664307
S5,PSO,14,5,3,3290.677414334501,1221.520859830276,0,0.0,1,3.808267161464258,72.92484495926092,1232.4595865741653,0,21.12422227859497
S5,PSO,15,5,3,2719.2184105375864,1066.4809592294773,0,0.0,2,1.8284261737786682,60.68349089832092,1075.5834828642255,0,22.262623071670532
S5,PSO,16,5,3,4621.663205210356,1242.3623975196974,0,0.0,2,6.144806495936935,60.689104657942316,1251.4657632183887,0,22.43679642677307
S5,PSO,17,5,3,37315.29022975952,1256.8649606509155,1,2.482174116964911,1,1.835381317633197,51.26578620310683,1264.5548285813816,0,22.2164089679718
S5,PSO,18,5,3,2017.6985145800954,1096.8348312191683,0,0.0,1,1.057648794761902,48.90208272808304,1104.1701436283809,0,21.351157665252686
S5,PSO,19,5,3,888.704880293321,839.1357331282926,0,0.0,0,0.0,24.784573582514202,842.8534191656697,1,22.164655208587646
S5,PSO,20,5,3,2326.459889267158,1269.5217929358225,0,0.0,1,1.297818517937591,68.9053445781495,1279.8575946225449,0,22.497084617614746
S5,PSO,21,5,3,971.4611044455124,931.2302348012691,0,0.0,0,0.0,20.11543482212163,934.2475500245874,1,22.163525342941284
S5,PSO,22,5,3,927.3519224481624,896.7630381470323,0,0.0,0,0.0,15.294442150565082,899.057204469617,1,20.902878522872925
S5,PSO,23,5,3,1076.8598203027227,989.6297392718766,0,0.0,0,0.0,43.615040515423054,996.1719953491901,1,22.455042362213135
S5,PSO,24,5,3,2243.02313042055,1402.5748850500174,0,0.0,1,0.7319290173380013,73.83831921766586,1413.6506329326673,0,22.682475566864014
S5,PSO,25,5,3,1453.325137237939,1306.841043594571,0,0.0,0,0.0,73.2420468216841,1317.8273506178236,1,22.518811464309692
S5,PSO,26,5,3,3966.2105743029006,1391.8999345373027,0,0.0,2,4.113343714756314,64.48657693153599,1401.572921077033,0,21.130619525909424
S5,PSO,27,5,3,2112.053969282697,1267.6084861508848,0,0.0,1,0.7997430337522236,62.27413481546144,1276.949606373204,0,22.769731521606445
S5,PSO,28,5,3,1360.976296130337,1235.0868197710142,0,0.0,0,0.0,62.9447381796614,1244.5285304979634,1,22.990700006484985
S5,PSO,29,5,3,2493.67981151956,1180.2497592265463,0,0.0,1,1.9212472026055494,72.46558562539707,1191.119597070356,0,22.802470445632935
S5,PSO,30,5,3,2007.8121046139597,1168.1196509792735,0,0.0,1,0.8207983413100175,55.68655855533966,1176.4726347625744,0,22.332117319107056
S5,ABC,1,5,3,4255.5100199345525,961.8516462057979,0,0.0,3,4.940555428611283,58.71810114212077,970.659361377116,0,44.547715187072754
S5,ABC,2,5,3,8259.583332872631,956.0962338690593,0,0.0,6,11.99674959178407,52.393631144971636,963.9552785408051,0,45.83876037597656
S5,ABC,3,5,3,4340.148435057299,941.3534632076273,0,0.0,3,5.2498666510010175,49.42415572463216,948.7670865663222,0,44.47469878196716
S5,ABC,4,5,3,5651.941321614166,1208.927280182919,0,0.0,4,6.728698036158031,75.76741348401724,1220.2923922055215,0,45.687286138534546
S5,ABC,5,5,3,7687.121727318345,1133.2531225536013,0,0.0,4,12.04817172929182,67.299956524008,1143.3481160322026,0,44.708333253860474
S5,ABC,6,5,3,10822.608076546148,1127.001651051718,0,0.0,6,17.814922555197025,84.81870170781117,1139.7244563078896,0,45.28557467460632
S5,ABC,7,5,3,7852.058300222855,866.0558759331982,0,0.0,5,12.1871860122234,55.564009700148816,874.3904773882205,0,45.8056206703186
S5,ABC,8,5,3,5361.92895172198,948.0211943324817,0,0.0,5,5.74075766173707,58.80234634733536,956.841546284582,0,44.73515486717224
S5,ABC,9,5,3,5798.570064934548,1254.7700450006682,0,0.0,3,8.026545159382682,66.59097809040328,1264.7586917142287,0,45.74394106864929
S5,ABC,10,5,3,3432.885920345823,921.534398436771,0,0.0,2,4.0058198216200385,54.511796630518084,929.7111679313487,0,44.55775547027588
S5,ABC,11,5,3,6695.592773240425,898.4913427686241,0,0.0,5,9.283096552331035,41.931404769693486,904.7810534840781,0,45.79287099838257
S5,ABC,12,5,3,7805.711423395414,943.7359480671378,0,0.0,5,11.97603624691623,35.7804882808922,949.1030213092716,0,45.99152421951294
S5,ABC,13,5,3,4941.62933700691,987.059770281303,0,0.0,3,6.643619154067938,48.56095254921603,994.3439131636854,0,44.82229399681091
S5,ABC,14,5,3,5850.2742373344045,989.8381336894204,0,0.0,3,8.8654262223159,57.13280735931203,998.4080547933172,0,46.138427734375
S5,ABC,15,5,3,5854.938823234509,933.7820172984952,0,0.0,2,10.074595784031109,45.65924616178523,940.630904222763,0,45.02520942687988
S5,ABC,16,5,3,4717.12194924785,1017.1943994548014,0,0.0,3,5.9938103768156905,51.201699533386126,1024.8746543848094,0,46.116846799850464
S5,ABC,17,5,3,4030.682803942202,1054.438662544261,0,0.0,3,4.157672195513217,56.58763159632718,1062.92680728371,0,45.89273452758789
S5,ABC,18,5,3,4930.420856615093,934.3651256484059,0,0.0,3,6.783003667517122,41.427131979918904,940.5791954453937,0,44.946643352508545
S5,ABC,19,5,3,9959.237522865295,937.6625194845661,0,0.0,6,16.25894090893744,58.999319902875555,946.5124174699974,0,46.19266867637634
S5,ABC,20,5,3,934.3020963652951,868.3675963988821,0,0.0,0,0.0,32.9672499832065,873.3126838963631,1,44.86987638473511
S5,ABC,21,5,3,972.9291043938125,891.4379961668178,0,0.0,0,0.0,40.74555411349737,897.5498292838424,1,46.00255250930786
S5,ABC,22,5,3,3356.5586284190654,1008.988484410625,0,0.0,1,4.465069369053058,80.77119819360858,1021.1041641396663,0,45.72406339645386
S5,ABC,23,5,3,2770.927120602554,960.278053780938,0,0.0,2,2.2680943482248344,51.70566376584107,968.0339033458141,0,45.27090287208557
S5,ABC,24,5,3,1795.2725157978086,1063.4670967829209,0,0.0,1,0.4891659520801559,68.06951909141262,1073.6775246466327,0,45.73842692375183
S5,ABC,25,5,3,3923.8163227067107,1058.2615725217292,0,0.0,3,3.771556192861558,78.46613652017925,1070.0314929997562,0,44.575353384017944
S5,ABC,26,5,3,956.8758076421004,877.9897166714798,0,0.0,0,0.0,39.44304548531031,883.9061734942763,1,46.13858485221863
S5,ABC,27,5,3,4763.8286637143665,1080.504430122072,0,0.0,2,6.906384051853804,60.385306425386176,1089.56222608588,0,44.97999978065491
S5,ABC,28,5,3,5201.790993799515,996.3105006239972,0,0.0,3,7.260227829388415,50.69468071007559,1003.9147027305086,0,45.300018310546875
S5,ABC,29,5,3,2807.762395655752,1175.3841790779409,0,0.0,1,2.707389149292914,74.71127843032266,1186.5908708424893,0,45.82837772369385
S5,ABC,30,5,3,3628.123416700428,965.6658549476803,0,0.0,2,4.428223817576738,45.58401736102653,972.5034575518342,0,44.35410213470459
